fromCity,toCity,departureTime,passengers,airline
Aba,Kinshasa,1464599040000,137,CE-641
Cairo,Mogadishu,1465631400000,163,SI-340
Hyderabad,Surat,1464524880000,103,WK-463
Khulna,Chandigarh,1464410100000,35,DN-150
Cangzhou,Xingtai,1464615600000,18,SC-839
Saltillo,Hermosillo,1464629820000,19,UA-724
New York,Columbus,1464912240000,140,OG-200
Karachi,Mersin,1466559420000,194,NS-659
Bahawalpur,Bikaner,1464749340000,17,QM-995
Tangshan,Changzhou,1466239260000,47,UA-513
Tolyatti,Cairo,1464243360000,134,EA-338
Phnum Pénh,Ho Chi Minh City,1464962520000,80,OG-522
Cracow,Tokyo,1465151820000,511,SC-254
Jalandhar,Delhi,1464459180000,186,DN-698
Jiddah,Arak,1466354280000,48,QM-869
Tianjin,Jinan,1465037100000,92,CE-962
Wroclaw,Lvov,1466129760000,23,UA-387
Baku,Kirkuk,1465471500000,27,QI-243
Frankfurt,Amsterdam,1465301160000,22,UA-193
León,Chicago,1466098620000,62,WK-303
Chengdu,Allahabad,1465256460000,79,AD-919
Bahawalpur,Bombay,1466485320000,210,TX-739
Ilorin,Bénin,1466096340000,30,DN-826
Teresina,Fortaleza,1465775760000,50,CE-989
Sagamihara,Tokyo,1465625580000,510,FI-700
Bangkok,Taipei,1465831260000,121,NS-586
Tangshan,Luancheng,1465597380000,42,FI-624
Kayseri,Alexandria,1464454500000,69,FI-460
Ho Chi Minh City,Guangzhou,1464582780000,105,AM-399
Shihezi,Krasnoyarsk,1464626820000,23,SC-317
Saint Petersburg,Bursa,1465599660000,86,WK-444
New Delhi,Krasnoyarsk,1466698740000,187,WI-651
Shenyang,Puyang,1466274540000,66,OG-416
Luoyang,Dhaka,1465985280000,125,QM-241
Xian,Guilin,1466681460000,73,KG-948
Xingtai,Zhenjiang,1465480320000,19,WI-544
Guiyang,Shaoguan,1466471400000,28,WI-128
Tangshan,Changzhou,1464460020000,47,AD-792
Madras,Raipur,1464638820000,79,CE-908
Nanjing,Haikou,1464743040000,58,AM-297
Zhenjiang,Dhaka,1465858200000,113,RK-245
Kabul,Gujranwala,1464256620000,70,QM-249
Cairo,Voronezh,1465688700000,136,WI-676
Cairo,Ahvaz,1464814200000,136,FI-205
Hyderabad,Tokyo,1464307380000,557,RK-309
Ibadan,Niamey,1464404640000,68,UA-252
Shanghai,Anshan,1464949500000,251,SI-977
Dhaka,Kabul,1464590820000,151,OG-163
Rajshahi,Asansol,1464344640000,19,TX-278
Phoenix,Mexicali,1464247080000,32,TX-629
Yerevan,Tbilisi,1465378680000,34,KG-608
Harbin,Vladivostok,1465745880000,60,HN-832
Gujranwala,Kabul,1464681480000,70,FI-651
Shiliguri,Bhilai,1464200460000,18,DN-784
Kunming,Shaoyang,1466038500000,26,TX-477
Cairo,Sokoto,1464766140000,131,EA-209
Naples,Cracow,1464447540000,27,SK-222
Dhaka,Delhi,1466448300000,276,AD-779
London,Birmingham,1464587220000,133,AM-684
Jabalpur,Madras,1465416480000,85,QM-667
Mexico,Guatemala City,1466062980000,153,FI-612
Mombasa,Addis Abeba,1464775080000,56,DN-535
Rotterdam,Dortmund,1464416160000,19,WK-142
London,Riga,1466695620000,129,KG-304
Delhi,Anyang,1464285240000,185,UA-439
Indore,Bombay,1464704640000,230,EA-581
Tokyo,Qingdao,1466461020000,526,SC-247
New Delhi,Shaoguan,1464190140000,183,EA-461
Ho Chi Minh City,Ha Noi,1466367660000,77,KG-339
Tokyo,Sharjah,1465636380000,508,AD-776
Istanbul,Rome,1465423320000,197,WI-201
Chelyabinsk,Tokyo,1465814160000,516,QI-518
Agra,Bhilai,1465734240000,32,OG-789
Tokyo,Huaibei,1465673760000,514,CE-937
Tokyo,Novosibirsk,1466086320000,522,KG-478
Peking,Jamshedpur,1465019160000,128,NS-509
Chicago,Oklahoma City,1465434000000,53,SI-118
Trujillo,Arequipa,1465366080000,25,EA-230
Hanoi,Peking,1464283140000,141,CE-218
Indore,Ajmer,1466503920000,37,FI-343
Dhaka,Ghaziabad,1466712900000,122,FI-454
Orumiyeh,Adana,1465918080000,29,UA-291
Dhaka,Surat,1466312040000,149,QM-192
Montreal,Toronto,1466196840000,125,SK-519
Gwalior,Ulhasnagar,1465436280000,22,QM-109
Gujranwala,Ajmer,1466584560000,30,SI-450
Seoul,Tangshan,1464818040000,196,UA-450
Kabul,Pune,1466348700000,94,RK-159
Bangkok,Zhanjiang,1464759120000,91,UA-715
Karachi,Xinxiang,1464259920000,196,SK-416
Jabalpur,Ahmadabad,1465789620000,75,KG-497
Gwalior,Bahawalpur,1464887820000,22,WK-695
Hyderabad,Vijayawada,1466683380000,71,UA-198
Quetta,Istanbul,1466023920000,167,WK-121
Bhubaneswar,Peking,1464668520000,130,AD-445
Karachi,Ulhasnagar,1466473200000,192,EA-506
López Mateos,Aguascalientes,1465716300000,18,OG-576
Berlin,Baghdad,1464634440000,144,FI-470
Khulna,Multan,1466108580000,44,CE-416
Maanshan,Zhangzhou,1465434120000,17,QI-296
Madras,Lahore,1465708440000,169,SI-924
Guangzhou,Bombay,1464737700000,251,UA-492
Kinshasa,Durban,1465627920000,173,SI-782
Lahore,Rajkot,1465827600000,118,WI-575
Yangzhou,Jinan,1466096880000,41,FI-431
Perm,New Delhi,1465776780000,189,QM-570
Moscow,Rostov-na-Donu,1465167660000,181,KG-355
London,Cairo,1464268080000,240,WI-549
Eskisehir,Port Said,1466412900000,16,DN-548
Cairo,Mogadishu,1464813240000,163,WK-119
Bombay,Umm Durman,1466432820000,246,QI-650
Adana,Konya,1464742260000,33,SI-889
São Bernardo do Campo,Curitiba,1465725600000,39,AD-229
Ghaziabad,Madras,1464829320000,87,SI-843
Jilin,Peking,1465711140000,148,TX-713
Bengbu,Maanshan,1465479180000,17,RK-411
Xinyang,Liuzhou,1466549100000,37,SI-798
Tiruchchirappalli,Bangalore,1464565440000,90,RK-432
Bogor,Shanghai,1466622540000,244,RK-317
Maracaibo,Bogotá,1465259940000,143,DN-810
Krasnodar,Rostov-na-Donu,1464853740000,27,QM-876
Medan,Ho Chi Minh City,1465901880000,82,DN-407
Tokyo,San Diego,1464203520000,520,RK-282
Xinyang,Shanghai,1464681840000,257,SI-430
Jakarta,Medan,1466346480000,163,SI-906
Yancheng,Wuhan,1465986840000,76,SC-716
Houston,New York,1465992540000,160,CE-609
Karachi,Shiraz,1465077780000,204,OG-210
Arak,Irbil,1465576560000,22,RK-139
Warri,Port Harcourt,1465179180000,26,CE-284
Anshan,Tokyo,1464309300000,519,QM-159
Moscow,Izhevsk,1466601840000,174,SC-121
Chongqing,Krasnoyarsk,1466116800000,77,QI-219
Changzhou,Jilin,1466332860000,44,WK-366
Moradabad,Bikaner,1465075380000,20,UA-477
Vadodara,Durgapur,1466697300000,30,QI-440
Wuxi,Tokyo,1465018440000,517,KG-581
Durgapur,Kabul,1466671740000,56,AM-445
Berlin,Stuttgart,1465659540000,63,TX-889
Tokyo,Mexico,1464445740000,638,AM-498
Jamshedpur,Bombay,1464610200000,211,WI-998
Xianyang,Shanghai,1464161340000,248,CE-885
Huaibei,Changzhou,1465483980000,29,WK-802
Kanpur,Manila,1466719980000,210,TX-104
Kinshasa,Enugu,1464218640000,134,SI-853
Caracas,São Paulo,1465015620000,188,UA-678
Ho Chi Minh City,Tokyo,1465228500000,555,AM-524
Karachi,Indore,1464733380000,213,FI-339
San Diego,Mexicali,1465705740000,29,KG-261
Sargodha,New Delhi,1464980160000,182,EA-890
Taipei,Zhenjiang,1465498980000,49,QI-918
Aden,Mecca,1464313080000,27,UA-539
Tokyo,Hachioji,1464388260000,509,QI-384
Peking,Kunming,1465393260000,135,SK-119
Datong,Yueyang,1464550740000,25,NS-946
Hefei,Lanzhou,1466420160000,44,QI-891
Taizhou,Xuzhou,1466533620000,28,NS-310
Peshawar,Nagpur,1465165380000,54,DN-259
Cairo,Kigali,1466161020000,134,WK-295
Istanbul,Jibuti,1464656220000,165,QI-699
Lusaka,Cape Town,1466281740000,74,OG-165
Bombay,Delhi,1464868500000,375,HN-765
Faisalabad,Aurangabad,1465379040000,55,TX-906
Tokyo,Xiamen,1466730480000,509,SK-391
Bengbu,Jiangmen,1466438580000,17,CE-773
Shanghai,Bikaner,1466029380000,241,UA-331
Bombay,Esfahan,1466571420000,226,NS-976
Luancheng,Shanghai,1466412840000,241,UA-381
Karachi,Bhubaneswar,1464170760000,196,DN-789
Chengdu,Delhi,1465578360000,236,FI-753
Bombay,Vladivostok,1465279320000,210,RK-122
Tokyo,Langfang,1466469480000,511,QM-533
Bombay,Tbilisi,1465048200000,218,SI-626
Kerman,Ahmadabad,1465684740000,68,KG-290
Delhi,Dalian,1465465320000,205,RK-901
Jalandhar,Multan,1465134840000,35,KG-915
Chicago,Juarez,1464555960000,67,WI-785
Guarulhos,São Bernardo do Campo,1465905720000,30,QM-906
Minsk,Sarajevo,1465886940000,38,CE-286
Delhi,Aurangabad,1466109480000,189,WK-572
Bangkok,Kanpur,1464456900000,125,NS-709
Karachi,Moscow,1465001040000,349,QM-858
Addis Abeba,Mogadishu,1465096200000,84,HN-749
Xinyang,Chengdu,1466472540000,88,FI-378
Pune,Mashhad,1465658640000,83,WK-576
Columbus,Toronto,1464646080000,84,UA-641
Kirkuk,Kermanshah,1464369420000,21,HN-408
San Luis Potosí,Managua,1465553880000,28,EA-663
Rawalpindi,Kabul,1464448020000,76,SI-983
Selam,Bangalore,1466153580000,90,HN-141
Lakhnau,Kanpur,1466624640000,84,AM-286
Ludhiana,Bahawalpur,1466184960000,33,SC-557
Seoul,Zhangzhou,1465360080000,173,TX-430
Harbin,Zhenjiang,1464430080000,61,WK-250
Moradabad,Bhavnagar,1464350100000,20,OG-534
Kiev,Lagos,1465703460000,179,TX-808
Yingkou,Hefei,1466163060000,31,QM-720
Padang,Shanghai,1464492360000,245,EA-666
Kunming,Guilin,1464485160000,26,WK-899
Shaoguan,Kunming,1464552480000,26,SK-928
Lusaka,Johannesburg,1465757100000,52,WK-238
Boston,Quebec,1464345420000,19,UA-394
Changzhou,Wuhan,1464425700000,81,AM-143
Karachi,Bayrut,1464946080000,204,WI-974
Qingdao,Huaibei,1464256320000,40,HN-948
Alexandria,Jiddah,1465691640000,100,SI-144
Kanpur,Khulna,1464437340000,66,SI-262
Naucalpan,Fort Worth,1464589740000,23,SI-902
Baghdad,Izmir,1466601600000,129,WK-421
Pimpri,Gorakhpur,1464223860000,31,RK-954
Tabriz,Saratov,1464649080000,36,WK-646
Amsterdam,London,1465124160000,129,RK-503
Xinyang,Anyang,1464160320000,37,WK-732
Mashhad,Asgabat,1464492240000,49,TX-869
Moscow,Yerevan,1466287140000,182,AD-659
Qingdao,Xinxiang,1464586200000,37,NS-163
Istanbul,Tokyo,1464950340000,655,KG-391
Voronezh,Tokyo,1466059980000,513,WK-690
Hyderabad,Singapore,1465030800000,113,QM-489
New York,Puebla,1464507480000,150,AD-981
Bikaner,Bhopal,1464900000000,34,FI-173
Kanpur,Kunming,1465047420000,61,DN-783
Shihezi,Delhi,1465140780000,182,SI-886
Moscow,Karachi,1465526400000,349,KG-297
Tokyo,Johor Bahru,1465666980000,512,EA-958
Raipur,Shanghai,1465623720000,242,OG-892
Jinan,Maanshan,1465076520000,41,UA-933
Saratov,Delhi,1465877640000,187,TX-736
Langfang,Manila,1466449680000,177,DN-984
Puebla,San Luis Potosí,1466730180000,32,DN-400
Kabul,New Delhi,1465221720000,221,SC-644
Manila,Madras,1465489080000,234,UA-780
Suzhou,Kaohsiung,1466679240000,45,SK-912
Puebla,Acapulco,1465295100000,32,SI-355
Changchun,Langfang,1466677380000,51,KG-944
Tokyo,Tangshan,1466161140000,532,WK-235
Rawalpindi,Surat,1465444920000,73,NS-726
Alexandria,Riyadh,1465283280000,115,HN-616
Guntur,Madras,1465221120000,77,HN-367
Langfang,Peking,1466127900000,130,SI-443
Changchun,Dandong,1465510980000,50,UA-120
San Salvador,Mexico,1464376620000,146,RK-653
Pingdingshan,Changzhou,1465837020000,29,WK-145
Cuiabá,Sorocaba,1464537180000,17,FI-230
Xuzhou,Tokyo,1466217120000,519,HN-916
Zhenjiang,Luancheng,1465324080000,19,OG-303
Irbil,Tabriz,1464403380000,37,FI-820
Bénin,Warri,1465578420000,26,FI-592
Padang,Tokyo,1464176580000,513,SK-679
Sholapur,Patna,1465382700000,41,QI-833
Istanbul,Freetown,1465319940000,174,FI-591
Port Said,Cairo,1464811860000,131,TX-395
Bangalore,Tokyo,1464365580000,578,AD-940
Kermanshah,Moscow,1464440460000,177,FI-506
Kinshasa,Enugu,1464391500000,134,OG-256
Porto Alegre,Goiânia,1465733760000,40,WK-569
Handan,Jiangmen,1465135800000,30,QI-838
Tokyo,Kunming,1464649380000,516,QI-674
Juarez,Ecatepec,1466566260000,50,EA-299
Istanbul,Rome,1464479640000,197,QI-693
Karachi,Irkutsk,1465125600000,193,EA-340
Surakarta,Semarang,1465912140000,29,AD-416
Bhubaneswar,Manila,1466463000000,177,AD-594
Taichung,Taiyuan,1466430660000,60,HN-219
Wuhan,Nanchang,1466069580000,96,HN-509
Pimpri,Aurangabad,1465056000000,36,RK-555
Taiyuan,Guiyang,1465422360000,61,NS-202
Chelyabinsk,Shanghai,1464958680000,248,FI-788
Maanshan,Tokyo,1464625620000,508,FI-749
Los Angeles,Guadalajara,1465491720000,87,CE-796
São Paulo,Santo André,1466707860000,169,DN-385
Xining,Chengdu,1466117520000,74,SC-408
Ulhasnagar,Bombay,1465885140000,209,RK-780
Yancheng,Tianjin,1466011200000,69,SK-384
Belgrade,Saint Petersburg,1464718500000,81,AD-174
Luanda,Accra,1465823040000,75,FI-628
Rajshahi,Varanasi,1464380880000,29,OG-180
Chicago,Philadelphia,1465192020000,68,AM-248
Delhi,Nanjing,1466366340000,222,DN-790
Bangalore,Tiruchchirappalli,1464206700000,90,CE-913
Indore,Hyderabad,1466002680000,86,SK-260
Shanghai,Sakai,1466337900000,244,SK-850
Chengdu,Qingdao,1466143500000,88,DN-586
Langfang,Datong,1465934700000,28,QI-540
Tokyo,Kathmandu,1466673360000,512,WI-434
Baoding,Xuzhou,1465279500000,34,DN-122
Haikou,New Delhi,1464478320000,183,OG-583
Rajkot,Karachi,1464565140000,203,SC-359
Bengbu,Nagoya,1465038420000,43,QM-366
Dandong,Tianjin,1466492400000,69,CE-122
Tokyo,Wuxi,1465308780000,517,QI-183
Shanghai,Yancheng,1464630720000,242,RK-305
Tokyo,Shihezi,1465916640000,509,WI-527
Dublin,Paris,1465613580000,49,AD-947
Suzhou,Dandong,1464261720000,31,OG-263
Ajmer,Gwalior,1466683020000,22,AM-582
Ghaziabad,Pune,1466206740000,65,NS-379
Port Elizabeth,Soweto,1465499880000,42,TX-537
Peking,Hangzhou,1465760940000,148,DN-140
Gorakhpur,Aligarh,1465163160000,22,TX-133
Jerusalem,Tokyo,1464973020000,511,WI-107
Qom,Adana,1464874560000,35,NS-411
Stuttgart,Istanbul,1464337560000,165,WI-789
Zaria,Enugu,1464291120000,25,WK-211
Huaibei,Tokyo,1464914760000,514,QI-607
Kabul,Bhavnagar,1464227820000,57,TX-255
Fez,Casablanca,1466646780000,75,CE-762
Ryazan,Bombay,1465805100000,209,AD-503
Shanghai,Huaibei,1464415200000,246,EA-894
Luoyang,Kaifeng,1466223300000,31,UA-405
Kabul,Vijayawada,1466702820000,62,EA-178
Hermosillo,Guadalajara,1465252800000,35,WK-958
Lakhnau,Shanghai,1465313280000,271,SI-860
Stockholm,Moscow,1464661080000,184,WI-699
Kazan,Astrakhan,1465011360000,25,SI-562
Bhubaneswar,Rajshahi,1466057040000,23,RK-454
Irkutsk,Delhi,1464350820000,182,QI-523
Baghdad,Ryazan,1464263700000,98,OG-164
Benxi,Vladivostok,1465010160000,25,TX-257
Marseille,Moscow,1466159460000,177,DN-342
Tiruchchirappalli,Bombay,1465991580000,213,WK-226
Chengdu,Lakhnau,1465693800000,102,WI-256
Yueyang,Shanghai,1464409860000,240,SI-129
Dalian,Zigong,1465525080000,43,WI-642
Makati,Manila,1464603300000,173,SI-923
Maanshan,Wuhan,1465482060000,75,AD-471
Prague,Hamburg,1465386840000,45,DN-851
Harbin,Suzhou,1465154820000,72,RK-999
Foshan,Guilin,1464699180000,20,QI-165
Addis Abeba,Mombasa,1464597840000,56,RK-642
Aleppo,Karachi,1464442020000,218,WK-957
Moscow,Thana,1466127840000,188,SK-194
Ghaziabad,Dhaka,1465497540000,122,FI-283
Nanchang,Guilin,1465483260000,40,WI-876
Ahvaz,Tokyo,1465411740000,513,AM-829
Surabaya,Seoul,1466495100000,201,TX-800
Bucharest,Berlin,1465749120000,83,SI-900
Zaporizhzhya,Lvov,1464414120000,25,OG-796
Anshan,Nanjing,1466523300000,68,WK-854
Haora,Wuhan,1466318940000,82,WK-691
Ajmer,Tokyo,1466458380000,508,WI-434
Rajkot,Karachi,1465434240000,203,FI-242
Tangier,Tunis,1464730320000,24,SI-678
Hermosillo,Austin,1466057700000,20,TX-110
Tianjin,Huaiyin,1466698020000,68,SC-455
Hai Phong,Handan,1466660520000,31,NS-851
Aguascalientes,Dallas,1465087320000,29,FI-858
Tangshan,Taichung,1464627120000,49,QM-531
Moradabad,Karachi,1466546040000,196,OG-502
Aguascalientes,Guadalupe,1464375360000,21,TX-436
Tokyo,Chelyabinsk,1465374960000,516,AM-820
Algiers,London,1464773520000,149,RK-544
Ho Chi Minh City,Dhaka,1464368640000,158,SI-259
Karachi,Sholapur,1465066800000,200,AM-750
Bhopal,Jaipur,1466654880000,68,UA-921
Ogbomosho,Ibadan,1465303320000,70,UA-163
Taiyuan,Wenzhou,1464346260000,56,KG-994
Lubumbashi,Lilongwe,1465992300000,32,QI-610
Bhiwandi,Visakhapatnam,1464180540000,28,SI-529
Los Angeles,Tokyo,1466381220000,561,UA-630
Accra,Niamey,1465912320000,43,HN-132
Kathmandu,Dhaka,1464189180000,115,OG-589
Kabul,Amritsar,1464658500000,65,SC-328
Qiqihar,Tokyo,1464518880000,514,SC-792
Bombay,Kaohsiung,1466327340000,225,KG-729
Wuhan,Lanzhou,1465167120000,88,HN-731
Onitsha,Tokyo,1464690420000,508,WI-534
Ludhiana,Gwalior,1466323440000,38,QI-155
Ha Noi,Shanghai,1465015500000,254,WI-767
Zhangzhou,Liuzhou,1465781880000,21,EA-370
Nanchang,Tainan,1464640200000,41,WI-516
Toronto,Baltimore,1465053720000,82,FI-484
Mandalay,Calcutta,1465366740000,92,SC-121
Recife,Rio de Janeiro,1465137120000,119,RK-266
Makati,Jiangmen,1465395840000,16,CE-852
Columbus,New York,1466121480000,140,UA-810
Rosario,São Paulo,1465135560000,178,AM-626
Alexandria,Mogadishu,1465816800000,101,KG-850
Vijayawada,Chengdu,1464914940000,76,EA-625
Munich,London,1465504380000,137,KG-492
Sagamihara,Peking,1465015980000,129,HN-677
Gorakhpur,Tokyo,1464929400000,510,RK-336
Haora,Chongqing,1464942060000,79,OG-556
Zagreb,Tripoli,1464748560000,29,KG-574
Taian,Jilin,1466523660000,41,TX-319
Kinshasa,Mecca,1464456000000,142,FI-968
Zapopan,Mexico,1465723980000,154,KG-961
Ha Noi,Kuala Lumpur,1465233840000,45,QM-587
New Delhi,Jaipur,1465867320000,216,DN-212
Visakhapatnam,Pune,1465555800000,63,DN-221
Madras,Surat,1465729980000,114,HN-570
Tokyo,Huaiyin,1465635840000,508,CE-856
Tokyo,Bahawalpur,1465860180000,508,CE-784
Rostov-na-Donu,Kryvyy Rih,1465116900000,27,WI-576
Kaohsiung,Delhi,1465406040000,197,QM-391
Yerevan,Moscow,1464375060000,182,SI-894
Seoul,Qingdao,1464606720000,190,AM-420
Rasht,Abu Dhabi,1465187940000,19,WI-617
Kobe,Funabashi,1466532000000,33,TX-569
Tanggu,Bengbu,1466284260000,17,SC-141
Beirut,Istanbul,1464367560000,175,AM-968
Phnum Pénh,Singapore,1464647340000,81,WK-185
Chengdu,Kuala Lumpur,1465845540000,85,SC-611
Tbilisi,Riyadh,1466703000000,71,WI-453
Bayrut,Kiev,1466021880000,59,WK-552
Kerman,Karaj,1466068500000,32,HN-961
New York,Philadelphia,1465848660000,151,SC-274
Asansol,Kanpur,1466331420000,52,HN-646
Birmingham,Munich,1465561500000,35,UA-233
Hamadan,Yerevan,1466204880000,25,HN-234
Surakarta,Manila,1466513220000,174,FI-741
Huaiyin,Seoul,1465903680000,172,SI-215
Surat,Tashkent,1465683840000,77,QM-395
Calcutta,Johor Bahru,1465427160000,86,OG-972
Pingdingshan,Anshan,1465079640000,33,SI-113
Harbin,Kitakyushu,1465061460000,67,SC-654
Cairo,Ryazan,1464259260000,131,FI-488
Shanghai,Asansol,1465383840000,240,AM-201
Gaziantep,Mashhad,1466659260000,53,QI-655
New Delhi,Qom,1466084760000,189,KG-415
Bremen,Copenhagen,1464854340000,25,AM-563
Gwalior,Jamshedpur,1464380460000,23,KG-464
Bamako,Abidjan,1466112240000,79,AD-705
Yangzhou,Shanghai,1464873240000,240,WK-394
Baghdad,Tripoli,1466364780000,108,AD-500
Bhiwandi,Haora,1465391460000,27,WI-393
Moscow,Baku,1464418260000,182,WI-692
Zhangzhou,Wuxi,1466408220000,26,SC-174
Rangoon,Johor Bahru,1466195040000,83,AD-964
Bursa,Volgograd,1466025300000,38,CE-771
Bombay,Indore,1465108620000,230,UA-479
Bandung,Shanghai,1464149820000,259,KG-106
Mérida,Santo Domingo,1464257700000,46,EA-682
New Delhi,Mecca,1464519540000,192,AD-458
Tokyo,Seoul,1464398760000,663,TX-290
Lagos,Naples,1465366740000,155,KG-860
Kaifeng,Pingdingshan,1465120440000,23,RK-485
Madrid,Vienna,1465283820000,74,OG-723
Goiânia,Cochabamba,1465932960000,32,FI-713
Ludhiana,Shanghai,1465413120000,256,WI-724
Guatemala City,Tokyo,1465468320000,515,FI-437
Moradabad,Bhopal,1465104900000,36,SK-259
Kaohsiung,Tainan,1464419640000,35,RK-607
Wuhu,Kaifeng,1464506040000,17,SI-422
Cairo,Yaroslavl,1465877520000,132,WK-323
Adana,Bombay,1465085340000,221,OG-167
Karachi,Jaipur,1466230080000,227,RK-669
Changzhou,Wuxi,1464667740000,32,CE-374
Poznan,Tokyo,1466078400000,509,QM-474
Trujillo,Mexico,1466277900000,150,UA-627
Tokyo,Liaoyang,1465916220000,510,UA-720
Qom,Tokyo,1464354480000,516,EA-226
Wuhan,Dalian,1465160460000,98,SC-302
Salvador,Jaboatão,1465147140000,54,CE-102
Lagos,Bombay,1466254260000,341,SK-781
Malang,Singapore,1464569160000,68,RK-936
Istanbul,Shanghai,1465436160000,387,SK-427
New Delhi,Bhopal,1466311740000,198,AD-855
Querétaro,Fort Worth,1465863720000,19,RK-126
Tashkent,Vadodara,1465298100000,53,WI-918
Belo Horizonte,São Bernardo do Campo,1465822920000,49,CE-393
Changchun,Khabarovsk,1465962300000,49,DN-776
Guadalajara,Oklahoma City,1466695860000,34,HN-635
Guiyang,Zhuzhou,1465416420000,29,SK-577
Padang,Karachi,1464385320000,198,HN-928
Bengbu,Nanjing,1466172480000,58,SK-131
Jaipur,Aurangabad,1464848700000,59,WK-274
Qinhuangdao,Tokyo,1465990500000,512,SI-166
Guadalupe,Tokyo,1464281820000,511,WK-724
Anyang,Zhenjiang,1464722880000,22,KG-288
Wuhan,Delhi,1465468440000,240,UA-147
Essen,London,1466012580000,127,OG-285
Karaj,Cairo,1465738080000,145,WI-779
Mendoza,Cordoba,1464857460000,38,WI-848
Maanshan,Tokyo,1465970040000,508,CE-743
Luoyang,Qinhuangdao,1464981060000,34,QM-367
Kathmandu,Calcutta,1464812880000,86,KG-838
Kiev,Adana,1464192300000,59,WK-913
Hiroshima,Yangzhou,1464677640000,26,WK-627
Rangoon,Hangzhou,1466597760000,100,WI-659
Durgapur,Asansol,1465112340000,16,SK-574
Kinshasa,Libreville,1464955560000,132,TX-428
Gizeh,Baku,1465213560000,56,FI-492
Montreal,New York,1465772700000,180,QI-602
Durban,Luanda,1464914400000,93,NS-604
Pune,Agra,1465578180000,69,QI-828
Nezahualcóyotl,Culiacán,1465277760000,28,AD-495
Warri,Onitsha,1465531380000,17,CE-915
Tiruchchirappalli,Vijayawada,1465584900000,26,UA-145
Ho Chi Minh City,Padang,1465028640000,68,QM-849
Visakhapatnam,Tokyo,1466262240000,516,RK-534
Houston,Memphis,1465148040000,42,WI-195
Jacksonville,Santiago de Cuba,1464232080000,21,KG-865
Mudanjiang,Zhangjiakou,1465725900000,21,KG-347
Manila,Kuala Lumpur,1464504300000,188,QM-187
Bengbu,Qiqihar,1464767940000,23,AD-225
Benxi,Xinyang,1464837420000,40,DN-179
Almaty,Bangkok,1466497800000,100,CE-989
Karachi,Nagpur,1464205140000,220,EA-576
Pingdingshan,Hanoi,1465814760000,36,TX-298
Cologne,Marseille,1464300720000,27,CE-353
Rio de Janeiro,Rosario,1466659080000,115,WI-832
Wuxi,Tokyo,1465662360000,517,WI-892
Cairo,Dubai,1465685400000,140,CE-244
Multan,Dhaka,1465477200000,125,QM-314
Tegucigalpa,Toronto,1466209980000,86,QM-588
Wenzhou,Bengbu,1466484120000,22,OG-544
Shanghai,Krasnoyarsk,1466205540000,246,WI-709
Oyo,Istanbul,1466552820000,167,TX-624
Aden,Delhi,1464201660000,182,WK-874
Haora,Tokyo,1464371520000,516,QM-601
Acapulco,Mexico,1465011780000,148,HN-985
Hyderabad,Agra,1465349280000,79,KG-980
New Delhi,Liaoyang,1465031940000,184,WK-137
Zhangdian,Tianjin,1464962160000,70,AM-932
Casablanca,Rotterdam,1464454380000,66,AD-409
Puebla,Toluca,1465697880000,30,OG-204
Alexandria,Lagos,1464418500000,200,AD-682
Neijiang,Seoul,1465841340000,172,WK-125
Baghdad,Kermanshah,1465584060000,102,AD-890
Dushanbe,Bangalore,1464485340000,86,QM-374
Peking,Calcutta,1464234420000,192,CE-240
Zaporizhzhya,Eskisehir,1464710220000,20,EA-934
Benxi,Harbin,1465380420000,66,UA-844
Bahawalpur,Bareli,1466278080000,20,EA-464
Istanbul,Beirut,1466711340000,175,CE-712
Aguascalientes,Zapopan,1464897000000,26,WK-969
Gujranwala,Rawalpindi,1464298740000,49,QM-919
Shanghai,Makasar,1464289920000,253,DN-634
Alexandria,Mersin,1465894860000,70,WI-988
Delhi,Izhevsk,1465058820000,183,HN-697
Cairo,Bayrut,1465547940000,142,SI-834
Tokyo,Shanghai,1466680440000,732,WK-532
Damascus,Astrakhan,1465951920000,33,TX-120
Manila,Ürümqi,1464524520000,189,EA-269
Kawasaki,Seoul,1466410860000,184,DN-983
